comment_Text,Have_ValueViolation
"thought I would get to watch a football game, very deceiving",Yes
"There are no options to control screen such as recording,CC.",Yes
not what i thought it was,Yes
It kept freezing every 2 minutes. I thought it was my internet but when I try slingtv it was working fine.,Yes
Not what I thought it was. No real sports in it,Yes
"Great app for watching Super Bowl 50. I was texting friends during the game, so I was aware that I was just a few seconds behind the live TV broadcast, which is actually amazing for a live feed with so many viewers, I had expected it would be worse. And for me, a few seconds was totally fine since we only texted gossip about the halftime show and not the actual plays... Amazing opportunity for me (who refuses to get cable TV or any traditional TV for that matter) to be able to watch Super Bowl from home instead of heading out to a crazy bar. I also loved that the advertisements were the same ones as on TV. Previous years' Super Bowl apps were slower and didn't have the real ads. Well done!",Yes
Love it.  Very easy to use and get the latest scores and even play by play action.  We have installed it on our phones and tablets.,Yes
I liked the live tv. Also thought some of the highlight reels were great. Thanks.,Yes
I thought they were great. The fact that this came with Amazon Fire TV just claims my statement.,Yes
I can track the status (scores and highlights) of my favorite football teams,Yes
Thought I could watch live sports events. The only videos are over 5 years old,Yes
"Thought I had access to watch local college games, but requires Cable subscription as well.",Yes
"Still exploring different areas, but mainly the NFL and MLB.It seems a little slow at times while trying to follow the game",Yes
I still can't see anything...thought it was suppose to work anywhere....,Yes
Thought I could stream live tv using this app but it didn't seem possible once I opened it.,Yes
"This app does not stream well and stop constantly. I have fiber 1G of speed and at first thought it could be related to the internet. But all the other apps were streaming live programs without a problem, so it must have been the CBS app that was not working properly.",Yes
"This is a great app for people who want a quick way to check the score of their favorite teams.  Simple, easy to read, interface.  No special signup (unless ESPN) is required.  Live game tracker so you can keep up with all of the action when you are on the go.",Yes
"I downloaded this app in hopes I could use it to watch the Super Bowl in HD through the Fire TV Stick. I have Charter high speed internet clocking in at 60mbs, but this app had terrible lag. The video was terribly out of sync with audio. I thought it may just need reloading so I exited the app several times during the pregame show and even restarted the Fire TV Stick. Nothing seemed to work. We ended up watching the game on our TV using an antenna. Couldn't be more disappointed.",Yes
"I don't have cable. I'm an old-school cord cutter (dropped cable back in 2007 - haven't even missed it and have saved thousands of dollars over the years not having it). So I heard you could ""Watch Super Bowl 50 LIVE with the CBS sports app"" ---- I thought ""yeah right"".... Low and behold, I downloaded it the morning of the game, and I'd say around 2pm ET I clicked ""watch now"" on the app and there it was.... pre-talk and commentary all the way up until the game, and then the game itself. No buffering/streaming issues and fantastic HD picture quality. I was pleasantly surprised.",Yes
